"id","sex","y_birth","innvandringsgrunn"
"P000871633","0",2009,"FAMM"
"P000871643","0",2004,"FAMM"
"P000871702","1",2009,"FAMM"
"P000871725","1",2003,"FAMM"
"P000871749","0",2001,"UTD"
"P000871756","1",2000,"UTD"
"P000871784","1",2006,"FAMM"
"P000871850","1",2005,"FAMM"
"P000871861","0",2009,"UTD"
"P000871868","1",2003,"UTD"
"P000871941","0",2004,"FAMM"
"P000872026","0",2009,"UTD"
"P000872120","0",2007,"FAMM"
"P000872139","0",2005,"FAMM"
"P000872196","0",2007,"UTD"
"P000872206","0",2005,"UTD"
"P000872239","0",2000,"UTD"
"P000872246","1",2003,"FAMM"
"P000872256","1",2000,"FAMM"
"P000872301","1",2008,"FAMM"
"P000872449","0",2001,"FAMM"
"P000872506","0",2007,"UTD"
"P000872569","0",2008,"FAMM"
"P000872648","0",2001,"FAMM"
"P000872673","0",2002,"UTD"
"P000872686","1",2007,"FAMM"
"P000872695","1",2002,"FAMM"
"P000872721","0",2002,"FAMM"
"P000872733","1",2001,"UTD"
"P000872738","0",2016,"NRD"
"P000872772","0",2003,"FAMM"
"P000872813","1",2003,"FAMM"
"P000872814","0",2009,"FAMM"
"P000872823","1",2009,"FAMM"
"P000872902","1",2008,"FAMM"
"P000872939","0",2002,"FAMM"
"P000873000","0",2002,"UTD"
"P000873006","1",2000,"FAMM"
"P000873141","0",2005,"FAMM"
"P000873168","1",2004,"FAMM"
"P000873210","1",2005,"FAMM"
"P000873220","1",2006,"UTD"
"P000873239","1",2008,"UTD"
"P000873300","0",2007,"FAMM"
"P000873329","1",2000,"FAMM"
"P000873357","0",2001,"UTD"
"P000873363","1",2000,"FAMM"
"P000873365","1",2007,"UTD"
"P000873383","1",2003,"FAMM"
"P000873459","0",2001,"UTD"
"P000873464","0",2002,"FAMM"
"P000873489","0",2009,"FAMM"
"P000873530","1",2002,"FAMM"
"P000873536","0",2007,"FAMM"
"P000873597","1",2009,"UTD"
"P000873614","0",2002,"FAMM"
"P000873627","0",2007,"UTD"
"P000873681","0",2006,"UTD"
"P000873684","0",2008,"UTD"
"P000873731","0",2001,"FAMM"
"P000873738","0",2009,"FAMM"
"P000873764","1",2009,"UTD"
"P000873788","0",2009,"UTD"
"P000873800","0",2003,"UTD"
"P000873820","0",2006,"UTD"
"P000873855","0",2003,"UTD"
"P000874056","1",2009,"FAMM"
"P000874099","0",2018,"ARB"
"P000874116","1",2001,"FAMM"
"P000874125","1",2009,"UTD"
"P000874195","0",2009,"FAMM"
"P000874236","1",2000,"FAMM"
"P000874237","1",2003,"FAMM"
"P000874242","1",2001,"FAMM"
"P000874252","0",2004,"UTD"
"P000874259","0",2008,"UTD"
"P000874324","1",2002,"FAMM"
"P000874372","0",2002,"UTD"
"P000874375","0",2000,"UTD"
"P000874376","1",2001,"UTD"
"P000874379","1",2005,"FAMM"
"P000874433","1",2005,"FAMM"
"P000874472","1",2000,"FAMM"
"P000874475","0",2003,"FAMM"
"P000874484","0",2007,"UTD"
"P000874595","1",2002,"FAMM"
"P000874622","1",2008,"FAMM"
"P000874633","1",2004,"UTD"
"P000874638","1",2002,"FAMM"
"P000874703","1",2008,"UTD"
"P000874741","0",2000,"UTD"
"P000874851","0",2009,"FAMM"
"P000874886","0",2002,"FAMM"
"P000875028","1",2006,"UTD"
"P000875046","1",2003,"FAMM"
"P000875063","0",2001,"UTD"
"P000875113","1",2005,"FAMM"
"P000875149","1",2003,"UTD"
"P000875152","0",2002,"FAMM"
"P000875186","0",2007,"UTD"
"P000875193","0",2009,"FAMM"
"P000875210","0",2008,"FAMM"
"P000875214","1",2009,"FAMM"
"P000875233","1",2000,"FAMM"
"P000875292","1",2008,"UTD"
"P000875296","1",2007,"UTD"
"P000875382","1",2004,"UTD"
"P000875411","0",2000,"UTD"
"P000875448","0",2004,"FAMM"
"P000875576","1",2004,"UTD"
"P000875594","0",2003,"FAMM"
"P000875624","1",2008,"FAMM"
"P000875660","1",2003,"UTD"
"P000875682","1",2017,"NRD"
"P000875683","0",2006,"UTD"
"P000875763","1",2002,"FAMM"
"P000875786","0",2000,"FAMM"
"P000875789","0",2007,"FAMM"
"P000875905","0",2004,"UTD"
"P000875911","1",2007,"FAMM"
"P000875946","0",2005,"UTD"
"P000875953","0",2002,"FAMM"
"P000875970","1",2003,"FAMM"
"P000875974","1",2006,"UTD"
"P000875981","0",2007,"UTD"
"P000876023","0",2000,"FAMM"
"P000876035","0",2007,"UTD"
"P000876108","0",2006,"UTD"
"P000876121","1",2009,"FAMM"
"P000876181","0",2000,"UTD"
"P000876187","0",2001,"UTD"
"P000876199","1",2002,"UTD"
"P000876211","0",2003,"UTD"
"P000876231","0",2007,"FAMM"
"P000876251","1",2006,"FAMM"
"P000876275","1",2006,"FAMM"
"P000876321","0",2007,"FAMM"
"P000876351","0",2000,"FAMM"
"P000876436","0",2000,"UTD"
"P000876445","0",2008,"FAMM"
"P000876452","0",2004,"FAMM"
"P000876518","0",2000,"FAMM"
"P000876530","0",2001,"FAMM"
"P000876576","0",2002,"UTD"
"P000876678","1",2003,"FAMM"
"P000876697","0",2008,"FAMM"
"P000876733","1",2004,"FAMM"
"P000876760","1",2000,"UTD"
"P000876765","0",2009,"UTD"
"P000876782","0",2008,"UTD"
"P000876788","0",2017,"NRD"
"P000876841","0",2007,"FAMM"
"P000876852","0",2007,"FAMM"
"P000876863","0",2003,"UTD"
"P000876909","0",2000,"UTD"
"P000877019","0",2003,"FAMM"
"P000877023","0",2009,"FAMM"
"P000877029","0",2002,"FAMM"
"P000877040","0",2002,"UTD"
"P000877061","1",2000,"UTD"
"P000877074","1",2002,"UTD"
"P000877128","1",2008,"FAMM"
"P000877155","1",2005,"UTD"
"P000877324","0",2004,"UTD"
"P000877384","1",2000,"UTD"
"P000877416","1",2006,"FAMM"
"P000877437","0",2008,"FAMM"
"P000877454","1",2002,"UTD"
"P000877487","0",2007,"UTD"
"P000877551","0",2008,"UTD"
"P000877583","0",2003,"UTD"
"P000877597","1",2001,"FAMM"
"P000877617","0",2003,"UTD"
"P000877620","0",2005,"FAMM"
"P000877622","0",2005,"UTD"
"P000877628","0",2003,"FAMM"
"P000877642","1",2003,"UTD"
"P000877680","1",2000,"FAMM"
"P000877697","1",2003,"FAMM"
"P000877709","0",2009,"FAMM"
"P000877727","0",2002,"FAMM"
"P000877752","0",2006,"UTD"
"P000877757","0",2007,"FAMM"
"P000877811","1",2004,"FAMM"
"P000877819","1",2003,"FAMM"
"P000877859","1",2004,"FAMM"
"P000877862","1",2008,"FAMM"
"P000877946","0",2008,"FAMM"
"P000878001","1",2004,"UTD"
"P000878020","0",2003,"UTD"
"P000878022","0",2004,"UTD"
"P000878039","1",2001,"FAMM"
"P000878044","1",2004,"UTD"
"P000878067","0",2002,"FAMM"
"P000878075","0",2009,"FAMM"
"P000878076","1",2007,"FAMM"
"P000878080","1",2005,"UTD"
"P000878122","0",2007,"FAMM"
"P000878128","1",2009,"UTD"
"P000878155","1",2009,"UTD"
"P000878211","0",2009,"FAMM"
"P000878235","0",2000,"FAMM"
"P000878349","0",2013,"NRD"
"P000878378","0",2001,"UTD"
"P000878382","1",2008,"FAMM"
"P000878411","1",2008,"FAMM"
"P000878442","0",2000,"FAMM"
"P000878450","0",2003,"UTD"
"P000878466","0",2001,"UTD"
"P000878482","0",2008,"UTD"
"P000878501","1",2008,"UTD"
"P000878528","1",2004,"FAMM"
"P000878554","0",2004,"FAMM"
"P000878591","0",2006,"FAMM"
"P000878604","1",2007,"UTD"
"P000878624","1",2008,"FAMM"
"P000878691","0",2002,"UTD"
"P000878717","0",2009,"UTD"
"P000878796","0",2005,"FAMM"
"P000878880","1",2005,"UTD"
"P000878959","0",2003,"FAMM"
"P000878981","0",2007,"FAMM"
"P000879015","1",2008,"FAMM"
"P000879073","0",2005,"UTD"
"P000879094","0",2006,"UTD"
"P000879138","0",2003,"FAMM"
"P000879199","1",2000,"FAMM"
"P000879215","0",2003,"UTD"
"P000879269","0",2005,"UTD"
"P000879273","0",2007,"FAMM"
"P000879281","0",2005,"FAMM"
"P000879285","1",2009,"FAMM"
"P000879295","1",2005,"FAMM"
"P000879296","0",2007,"UTD"
"P000879313","1",2009,"FAMM"
"P000879325","0",2008,"FAMM"
"P000879378","1",2006,"UTD"
"P000879431","0",2009,"FAMM"
"P000879434","0",2008,"FAMM"
"P000879436","0",2003,"FAMM"
"P000879441","1",2008,"UTD"
"P000879443","1",2003,"UTD"
"P000879454","1",2009,"FAMM"
"P000879483","1",2009,"FAMM"
"P000879520","1",2009,"FAMM"
"P000879540","0",2005,"UTD"
"P000879592","0",2006,"FAMM"
"P000879598","1",2005,"FAMM"
"P000879711","1",2007,"FAMM"
"P000879820","0",2007,"UTD"
"P000879840","0",2002,"FAMM"
"P000879841","1",2008,"FAMM"
"P000879927","0",2006,"UTD"
"P000879974","0",2002,"FAMM"
"P000880028","0",2001,"FAMM"
"P000880031","1",2009,"FAMM"
"P000880032","0",2000,"UTD"
"P000880096","1",2004,"UTD"
"P000880154","0",2002,"FAMM"
"P000880234","1",2006,"FAMM"
"P000880247","1",2002,"UTD"
"P000880269","0",2000,"UTD"
"P000880317","1",2004,"FAMM"
"P000880475","1",2006,"UTD"
"P000880657","0",2009,"FAMM"
"P000880663","1",2008,"UTD"
"P000880670","1",2002,"FAMM"
"P000880681","1",2009,"UTD"
"P000880700","1",2005,"FAMM"
"P000880703","1",2002,"UTD"
"P000880725","1",2006,"UTD"
"P000880799","0",2006,"UTD"
"P000880828","1",2006,"FAMM"
"P000880936","1",2004,"FAMM"
"P000880952","0",2008,"UTD"
"P000881017","0",2004,"FAMM"
"P000881121","0",2005,"UTD"
"P000881123","1",2004,"UTD"
"P000881156","0",2003,"UTD"
"P000881159","1",2001,"UTD"
"P000881170","1",2002,"UTD"
"P000881181","1",2003,"UTD"
"P000881223","0",2002,"FAMM"
"P000881230","0",2008,"FAMM"
"P000881381","1",2009,"UTD"
"P000881414","1",2006,"FAMM"
"P000881442","0",2007,"UTD"
"P000881512","0",2009,"FAMM"
"P000881519","0",2009,"UTD"
"P000881524","0",2009,"UTD"
"P000881535","0",2003,"UTD"
"P000881575","1",2001,"FAMM"
"P000881614","0",2003,"UTD"
"P000881625","1",2007,"FAMM"
"P000881627","1",2008,"FAMM"
"P000881651","0",2000,"FAMM"
"P000881722","1",2005,"UTD"
"P000881786","1",2004,"FAMM"
"P000881798","1",2000,"FAMM"
"P000881833","1",2004,"UTD"
"P000881885","1",2004,"UTD"
"P000881887","1",2009,"UTD"
"P000881897","1",2001,"FAMM"
"P000881938","0",2004,"UTD"
"P000881949","0",2001,"UTD"
"P000881991","1",2001,"FAMM"
"P000881995","1",2000,"FAMM"
"P000882038","0",2009,"UTD"
"P000882113","1",2004,"UTD"
"P000882120","0",2008,"UTD"
"P000882167","0",2007,"UTD"
"P000882179","1",2008,"FAMM"
"P000882195","0",2014,"NRD"
"P000882281","0",2003,"UTD"
"P000882299","1",2002,"UTD"
"P000882314","1",2007,"UTD"
"P000882323","1",2003,"UTD"
"P000882355","1",2000,"FAMM"
"P000882420","1",2005,"UTD"
"P000882543","0",2001,"FAMM"
"P000882545","0",2002,"UTD"
"P000882655","1",2008,"UTD"
"P000882690","0",2003,"UTD"
"P000882701","0",2008,"FAMM"
"P000882715","1",2004,"FAMM"
"P000882716","1",2008,"UTD"
"P000882719","0",2009,"UTD"
"P000882743","0",2007,"UTD"
"P000882776","1",2007,"UTD"
"P000882824","1",2004,"FAMM"
"P000882876","0",2005,"UTD"
"P000882936","1",2003,"FAMM"
"P000882956","1",2008,"FAMM"
"P000882978","0",2006,"FAMM"
"P000882981","0",2007,"FAMM"
"P000883031","0",2009,"FAMM"
"P000883044","0",2007,"FAMM"
"P000883103","1",2004,"FAMM"
"P000883199","1",2000,"FAMM"
"P000883287","1",2003,"FAMM"
"P000883308","0",2008,"UTD"
"P000883339","0",2008,"FAMM"
"P000883350","1",2005,"UTD"
"P000883437","1",2005,"FAMM"
"P000883441","1",2006,"FAMM"
"P000883450","1",2003,"UTD"
"P000883523","1",2001,"FAMM"
"P000883558","1",2003,"FAMM"
"P000883581","0",2001,"FAMM"
"P000883597","1",2003,"UTD"
"P000883599","0",2015,"UKJ"
"P000883601","1",2009,"UTD"
"P000883613","0",2001,"UTD"
"P000883642","1",2004,"FAMM"
"P000883672","1",2009,"UTD"
"P000883693","0",2005,"FAMM"
"P000883705","1",2002,"UTD"
"P000883773","1",2006,"UTD"
"P000883795","1",2002,"UTD"
"P000883813","1",2007,"UTD"
"P000883890","0",2005,"FAMM"
"P000883971","0",2009,"UTD"
"P000884005","0",2006,"UTD"
"P000884010","1",2001,"UTD"
"P000884015","1",2007,"UTD"
"P000884182","0",2005,"FAMM"
"P000884184","1",2002,"UTD"
"P000884212","0",2008,"UTD"
"P000884249","1",2000,"UTD"
"P000884332","0",2005,"FAMM"
"P000884350","0",2003,"UTD"
"P000884377","1",2007,"UTD"
"P000884382","1",2000,"UTD"
"P000884432","0",2007,"FAMM"
"P000884451","1",2008,"UTD"
"P000884561","1",2008,"UTD"
"P000884595","1",2000,"FAMM"
"P000884665","0",2009,"UTD"
"P000884684","0",2008,"FAMM"
"P000884719","1",2000,"FAMM"
"P000884739","1",2002,"FAMM"
"P000884767","1",2009,"UTD"
"P000884782","0",2005,"FAMM"
"P000884795","0",2006,"FAMM"
"P000884822","1",2005,"FAMM"
"P000884825","1",2006,"FAMM"
"P000884833","1",2002,"UTD"
"P000884844","0",2008,"FAMM"
"P000884909","0",2009,"FAMM"
"P000884920","0",2000,"FAMM"
"P000884927","1",2007,"UTD"
"P000884933","1",2005,"FAMM"
"P000884946","0",2001,"FAMM"
"P000884965","1",2005,"FAMM"
"P000885133","1",2006,"UTD"
"P000885172","0",2001,"FAMM"
"P000885180","1",2003,"UTD"
"P000885212","0",2000,"UTD"
"P000885240","0",2000,"UTD"
"P000885242","1",2017,"ARB"
"P000885296","1",2008,"UTD"
"P000885317","0",2000,"FAMM"
"P000885346","1",2003,"FAMM"
"P000885354","1",2002,"UTD"
"P000885358","1",2004,"UTD"
"P000885381","0",2009,"FAMM"
"P000885408","0",2009,"UTD"
"P000885418","0",2000,"UTD"
"P000885508","0",2004,"FAMM"
"P000885530","1",2005,"UTD"
"P000885590","0",2003,"FAMM"
"P000885604","0",2009,"UTD"
"P000885647","1",2005,"FAMM"
"P000885680","0",2005,"FAMM"
"P000885682","1",2006,"UTD"
"P000885720","1",2009,"FAMM"
"P000885730","1",2002,"FAMM"
"P000885732","0",2003,"UTD"
"P000885769","0",2008,"UTD"
"P000885788","0",2004,"UTD"
"P000885820","0",2005,"UTD"
"P000885826","1",2007,"FAMM"
"P000885858","1",2003,"FAMM"
"P000885864","0",2003,"UTD"
"P000885967","1",2007,"UTD"
"P000885975","1",2006,"FAMM"
"P000886011","1",2002,"UTD"
"P000886018","1",2005,"FAMM"
"P000886143","1",2001,"FAMM"
"P000886211","1",2000,"UTD"
"P000886278","0",2009,"UTD"
"P000886293","1",2004,"UTD"
"P000886365","1",2004,"FAMM"
"P000886367","0",2002,"FAMM"
"P000886385","0",2004,"FAMM"
"P000886396","0",2009,"FAMM"
"P000886398","1",2000,"UTD"
"P000886431","1",2005,"FAMM"
"P000886518","1",2004,"UTD"
"P000886532","0",2005,"FAMM"
"P000886573","1",2003,"UTD"
"P000886587","1",2008,"FAMM"
"P000886602","1",2009,"FAMM"
"P000886635","1",2004,"FAMM"
"P000886672","0",2009,"FAMM"
"P000886686","0",2001,"FAMM"
"P000886694","0",2003,"FAMM"
"P000886710","0",2002,"FAMM"
"P000886745","1",2005,"UTD"
"P000886902","0",2007,"UTD"
"P000886920","1",2002,"FAMM"
"P000886947","1",2001,"FAMM"
"P000886948","0",2008,"UTD"
"P000886982","1",2008,"FAMM"
"P000887000","1",2000,"UTD"
"P000887020","0",2002,"UTD"
"P000887032","1",2004,"FAMM"
"P000887054","0",2007,"UTD"
"P000887066","0",2002,"UTD"
"P000887068","0",2006,"UTD"
"P000887104","0",2004,"FAMM"
"P000887154","0",2017,"ARB"
"P000887178","0",2004,"FAMM"
"P000887203","1",2005,"UTD"
"P000887241","0",2008,"FAMM"
"P000887282","0",2009,"FAMM"
"P000887329","0",2008,"UTD"
"P000887354","0",2003,"FAMM"
"P000887364","1",2000,"UTD"
"P000887481","0",2004,"FAMM"
"P000887682","1",2003,"UTD"
"P000887714","0",2006,"FAMM"
"P000887740","1",2008,"UTD"
"P000887760","1",2007,"FAMM"
"P000887791","1",2006,"FAMM"
"P000887828","0",2009,"UTD"
"P000887850","0",2006,"FAMM"
"P000887858","1",2003,"FAMM"
"P000887866","1",2008,"FAMM"
"P000887879","1",2004,"FAMM"
"P000887901","1",2006,"UTD"
"P000887945","0",2007,"UTD"
"P000887946","0",2001,"UTD"
"P000887966","0",2004,"FAMM"
"P000887969","1",2009,"UTD"
"P000888053","0",2009,"UTD"
"P000888066","0",2000,"UTD"
"P000888080","1",2007,"FAMM"
"P000888114","0",2002,"UTD"
"P000888132","1",2001,"UTD"
"P000888220","0",2003,"FAMM"
"P000888256","0",2006,"FAMM"
"P000888283","1",2007,"FAMM"
"P000888302","1",2005,"UTD"
"P000888329","0",2008,"UTD"
"P000888334","0",2008,"FAMM"
"P000888387","1",2002,"FAMM"
"P000888479","1",2008,"FAMM"
"P000888498","0",2002,"UTD"
"P000888502","1",2001,"UTD"
"P000888513","1",2004,"FAMM"
"P000888548","1",2008,"UTD"
"P000888563","0",2009,"FAMM"
"P000888580","1",2009,"UTD"
"P000888591","0",2008,"FAMM"
"P000888608","1",2006,"UTD"
"P000888614","0",2007,"UTD"
"P000888621","1",2004,"UTD"
"P000888648","1",2005,"FAMM"
"P000888652","0",2008,"FAMM"
"P000888691","1",2006,"UTD"
"P000888716","1",2006,"FAMM"
"P000888729","0",2006,"FAMM"
"P000888735","1",2000,"UTD"
"P000888794","1",2005,"FAMM"
"P000888820","1",2008,"UTD"
"P000888842","0",2000,"UTD"
"P000888853","0",2005,"FAMM"
"P000888868","1",2009,"FAMM"
"P000888877","1",2005,"FAMM"
"P000888896","1",2009,"FAMM"
"P000888947","1",2008,"FAMM"
"P000888977","1",2001,"UTD"
"P000889108","0",2002,"FAMM"
"P000889114","0",2005,"UTD"
"P000889164","1",2008,"UTD"
"P000889224","0",2011,"ARB"
"P000889232","1",2000,"UTD"
"P000889247","0",2002,"FAMM"
"P000889274","0",2005,"FAMM"
"P000889329","0",2001,"FAMM"
"P000889331","1",2002,"FAMM"
"P000889334","1",2000,"FAMM"
"P000889403","0",2002,"FAMM"
"P000889451","1",2004,"FAMM"
"P000889489","0",2006,"FAMM"
"P000889522","0",2009,"UTD"
"P000889591","0",2007,"FAMM"
"P000889612","0",2009,"UTD"
"P000889655","0",2001,"FAMM"
"P000889686","0",2009,"UTD"
"P000889687","1",2007,"UTD"
"P000889798","0",2000,"UTD"
"P000889867","1",2007,"FAMM"
"P000889886","0",2005,"UTD"
"P000889893","0",2003,"UTD"
"P000889936","0",2008,"FAMM"
"P000890037","1",2007,"FAMM"
"P000890058","1",2002,"FAMM"
"P000890117","1",2000,"FAMM"
"P000890141","1",2008,"FAMM"
"P000890158","0",2003,"FAMM"
"P000890176","0",2006,"FAMM"
"P000890220","1",2001,"FAMM"
"P000890289","1",2009,"UTD"
"P000890304","1",2012,"ARB"
"P000890336","1",2004,"FAMM"
"P000890340","1",2007,"FAMM"
"P000890363","1",2003,"FAMM"
"P000890418","1",2004,"FAMM"
"P000890452","1",2001,"UTD"
"P000890531","1",2000,"FAMM"
"P000890628","0",2008,"FAMM"
"P000890684","1",2005,"FAMM"
"P000890714","1",2004,"FAMM"
"P000890722","0",2002,"UTD"
"P000890743","1",2009,"FAMM"
"P000890770","0",2009,"UTD"
"P000890784","1",2007,"UTD"
"P000890923","0",2002,"FAMM"
"P000890985","0",2002,"UTD"
"P000890986","0",2005,"FAMM"
"P000890991","1",2000,"FAMM"
"P000891009","1",2009,"FAMM"
"P000891012","1",2007,"UTD"
"P000891088","0",2007,"FAMM"
"P000891162","0",2001,"UTD"
"P000891225","0",2003,"UTD"
"P000891246","1",2005,"UTD"
"P000891247","1",2000,"FAMM"
"P000891250","0",2000,"UTD"
"P000891253","0",2001,"UTD"
"P000891256","1",2008,"UTD"
"P000891259","0",2005,"UTD"
"P000891262","0",2000,"FAMM"
"P000891269","0",2009,"UTD"
"P000891329","0",2002,"UTD"
"P000891355","1",2000,"UTD"
"P000891434","0",2003,"FAMM"
"P000891453","1",2004,"UTD"
"P000891488","1",2003,"UTD"
"P000891505","0",2004,"UTD"
"P000891536","0",2006,"UTD"
"P000891562","1",2005,"FAMM"
"P000891572","1",2001,"FAMM"
"P000891642","0",2001,"UTD"
"P000891697","1",2000,"FAMM"
"P000891835","0",2005,"UTD"
"P000891855","0",2007,"FAMM"
"P000891926","0",2004,"UTD"
"P000891930","0",2007,"FAMM"
"P000891932","0",2006,"FAMM"
"P000892030","0",2008,"UTD"
"P000892129","0",2004,"UTD"
"P000892181","1",2006,"FAMM"
"P000892243","1",2005,"FAMM"
"P000892337","0",2009,"FAMM"
"P000892338","0",2001,"FAMM"
"P000892360","1",2001,"FAMM"
"P000892368","0",2003,"UTD"
"P000892389","1",2003,"FAMM"
"P000892495","1",2008,"FAMM"
"P000892507","1",2006,"UTD"
"P000892534","0",2006,"FAMM"
"P000892571","1",2000,"FAMM"
"P000892629","0",2000,"UTD"
"P000892685","1",2006,"UTD"
"P000892738","1",2000,"UTD"
"P000892748","1",2000,"UTD"
"P000892759","0",2003,"FAMM"
"P000892787","1",2000,"FAMM"
"P000892795","1",2008,"FAMM"
"P000892835","1",2003,"FAMM"
"P000892847","1",2004,"UTD"
"P000892868","1",2009,"FAMM"
"P000892878","1",2004,"UTD"
"P000892888","0",2007,"FAMM"
"P000892892","1",2006,"FAMM"
"P000893024","0",2007,"FAMM"
"P000893047","1",2003,"UTD"
"P000893061","1",2000,"FAMM"
"P000893067","0",2014,"UKJ"
"P000893102","0",2004,"UTD"
"P000893162","1",2002,"UTD"
"P000893171","0",2003,"FAMM"
"P000893174","0",2006,"FAMM"
"P000893199","0",2005,"UTD"
"P000893312","1",2004,"UTD"
"P000893345","1",2004,"UTD"
"P000893380","1",2013,"NRD"
"P000893391","1",2009,"UTD"
"P000893421","0",2007,"UTD"
"P000893451","0",2004,"FAMM"
"P000893455","0",2005,"FAMM"
"P000893465","1",2002,"FAMM"
"P000893537","0",2010,"NRD"
"P000893572","1",2007,"FAMM"
"P000893577","1",2000,"FAMM"
"P000893592","0",2006,"UTD"
"P000893743","0",2009,"FAMM"
"P000893902","0",2002,"UTD"
"P000893927","0",2003,"UTD"
"P000893990","1",2000,"UTD"
"P000894002","0",2006,"FAMM"
"P000894018","1",2001,"UTD"
"P000894053","0",2003,"FAMM"
"P000894088","1",2006,"FAMM"
"P000894099","0",2003,"UTD"
"P000894169","1",2001,"FAMM"
"P000894171","0",2008,"UTD"
"P000894194","1",2007,"FAMM"
"P000894240","1",2005,"FAMM"
"P000894283","1",2003,"FAMM"
"P000894287","1",2001,"FAMM"
"P000894368","0",2000,"FAMM"
"P000894442","0",2004,"UTD"
"P000894476","0",2004,"UTD"
"P000894499","0",2001,"UTD"
"P000894506","0",2006,"UTD"
"P000894507","0",2003,"FAMM"
"P000894516","1",2007,"FAMM"
"P000894517","1",2006,"FAMM"
"P000894526","1",2001,"FAMM"
"P000894536","1",2004,"FAMM"
"P000894563","0",2000,"FAMM"
"P000894584","1",2009,"UTD"
"P000894641","0",2004,"FAMM"
"P000894678","0",2005,"FAMM"
"P000894680","1",2009,"UTD"
"P000894683","0",2007,"FAMM"
"P000894712","1",2004,"FAMM"
"P000894762","0",2007,"FAMM"
"P000894787","1",2000,"UTD"
"P000894855","1",2005,"FAMM"
"P000894924","1",2005,"FAMM"
"P000894992","0",2005,"UTD"
"P000895048","1",2012,"ARB"
"P000895083","1",2004,"FAMM"
"P000895111","1",2001,"UTD"
"P000895137","1",2013,"NRD"
"P000895157","1",2006,"UTD"
"P000895220","1",2003,"UTD"
"P000895262","0",2008,"FAMM"
"P000895310","1",2011,"NRD"
"P000895324","0",2000,"FAMM"
"P000895339","1",2005,"FAMM"
"P000895452","1",2006,"UTD"
"P000895585","0",2006,"FAMM"
"P000895622","0",2004,"FAMM"
"P000895633","1",2000,"FAMM"
"P000895645","1",2004,"FAMM"
"P000895702","1",2007,"FAMM"
"P000895723","1",2000,"FAMM"
"P000895786","1",2000,"UTD"
"P000895819","1",2005,"FAMM"
"P000895857","1",2000,"UTD"
"P000895863","1",2005,"FAMM"
"P000895934","0",2003,"UTD"
"P000895949","0",2001,"UTD"
"P000895996","0",2003,"UTD"
"P000896000","1",2008,"FAMM"
"P000896030","0",2002,"FAMM"
"P000896125","0",2004,"FAMM"
"P000896134","0",2001,"UTD"
"P000896192","1",2005,"FAMM"
"P000896196","0",2001,"UTD"
"P000896206","0",2009,"FAMM"
"P000896251","0",2001,"FAMM"
"P000896376","1",2013,"UKJ"
"P000896403","1",2003,"FAMM"
"P000896415","1",2003,"UTD"
"P000896445","0",2003,"UTD"
"P000896527","1",2008,"UTD"
"P000896592","1",2005,"FAMM"
"P000896598","1",2005,"UTD"
"P000896639","0",2005,"UTD"
"P000896712","0",2000,"UTD"
"P000896718","1",2003,"UTD"
"P000896768","1",2004,"UTD"
"P000896778","0",2007,"FAMM"
"P000896784","1",2002,"FAMM"
"P000896826","1",2003,"FAMM"
"P000896888","1",2002,"UTD"
"P000896899","0",2003,"UTD"
"P000896913","0",2007,"UTD"
"P000896934","1",2003,"UTD"
"P000896936","1",2008,"UTD"
"P000896944","1",2009,"FAMM"
"P000896976","0",2007,"FAMM"
"P000897029","0",2002,"UTD"
"P000897043","1",2009,"FAMM"
"P000897098","1",2000,"FAMM"
"P000897130","0",2003,"FAMM"
"P000897165","1",2007,"FAMM"
"P000897168","0",2017,"UKJ"
"P000897198","0",2008,"UTD"
"P000897225","1",2003,"UTD"
"P000897236","1",2008,"UTD"
"P000897258","1",2009,"UTD"
"P000897300","0",2009,"UTD"
"P000897496","1",2002,"FAMM"
"P000897497","1",2007,"UTD"
"P000897503","1",2002,"FAMM"
"P000897512","0",2003,"UTD"
"P000897528","1",2009,"FAMM"
"P000897532","1",2009,"UTD"
"P000897538","1",2002,"FAMM"
"P000897552","0",2007,"UTD"
"P000897563","1",2006,"FAMM"
"P000897591","1",2001,"UTD"
"P000897654","1",2008,"FAMM"
"P000897664","0",2003,"FAMM"
"P000897731","0",2005,"UTD"
"P000897757","0",2007,"UTD"
"P000897759","0",2007,"FAMM"
"P000897792","1",2007,"UTD"
"P000897859","1",2000,"UTD"
"P000897910","0",2001,"FAMM"
"P000897948","0",2009,"FAMM"
"P000897956","0",2002,"UTD"
"P000897957","1",2003,"FAMM"
"P000898037","1",2009,"FAMM"
"P000898156","0",2005,"FAMM"
"P000898162","1",2015,"NRD"
"P000898173","1",2004,"UTD"
"P000898189","0",2005,"FAMM"
"P000898226","1",2004,"FAMM"
"P000898267","0",2006,"FAMM"
"P000898274","1",2007,"FAMM"
"P000898281","0",2007,"UTD"
"P000898299","0",2005,"UTD"
"P000898302","1",2005,"UTD"
"P000898312","1",2000,"FAMM"
"P000898475","0",2002,"UTD"
"P000898480","0",2000,"FAMM"
"P000898560","1",2000,"FAMM"
"P000898564","0",2006,"FAMM"
"P000898575","1",2003,"UTD"
"P000898579","0",2001,"FAMM"
"P000898590","1",2009,"UTD"
"P000898621","0",2003,"FAMM"
"P000898630","1",2007,"UTD"
"P000898671","1",2004,"UTD"
"P000898780","1",2005,"FAMM"
"P000898829","0",2006,"UTD"
"P000898842","0",2009,"UTD"
"P000898852","0",2005,"FAMM"
